id,desktop_inventory_element,element,location,model,desktop_inventory,serial,quantity,millicom_code,is_asset,element_type_asset,element_category_asset,comments,desktop_inventory_process_result_detail,check_field_service_login,check_field_service_date,check_inventory_responsible_login,check_inventory_responsible_date,internal_location_id,missing_element_created_for_partial_diff
151770,1805775,194120,WAR06ALP,1000634,15749,A06G171237,1,A06G171237,Y,225,7,,2096614,DM80160637,"2013-10-08 11:25:13",FB52161950,"2013-09-30 11:36:14",7106,0
151771,1805774,194119,WAR06ALP,1000634,15749,A06G171235,1,A06G171235,Y,225,7,,2096615,DM80160637,"2013-10-08 11:25:13",FB52161950,"2013-09-30 11:36:14",7106,0
151772,1805773,186734,WAR06ALP,1000571,15749,A06G136008,1,A06G136008,Y,710,7,,2096616,DM80160637,"2013-10-08 11:25:13",FB52161950,"2013-09-30 11:36:14",7106,0
151775,1805769,97424,WAR06ALP,1000017,15749,A06G135988,1,A06G135988,Y,225,7,,2096619,DM80160637,"2013-10-08 11:25:14",FB52161950,"2013-09-30 11:36:14",7106,0
151776,1805768,97396,WAR06ALP,1000016,15749,A06G175036,1,A06G175036,Y,225,7,,2096620,DM80160637,"2013-10-08 11:25:14",FB52161950,"2013-09-30 11:36:14",7106,0
151777,1805767,61892,WAR06ALP,1000538,15749,A06G170810,1,A06G170810,Y,225,7,,2096621,DM80160637,"2013-10-08 11:25:14",FB52161950,"2013-09-30 11:36:14",7106,0
153440,NULL,1201865,BOL0074,1007062,15972,XKE3909907,1,A05T162557,Y,186,62,,2121840,HR72352036,"2013-10-30 10:16:27",FB52161950,"2013-10-24 10:11:30",2716,0
155657,NULL,1233520,VAL0038,1007249,15972,F7123905946,1,,N,580,62,"SE ENCONTRO WAR01BAR                D1 Y QUEDO UN LA UBICACION DD1 Y PERTENECE A fxfa laicon 1233381",2124057,HR72352036,"2013-10-31 09:37:57",FB52161950,"2013-10-30 12:25:30",2028,0
155712,NULL,1233518,VAL0062,1007249,15972,F7123821098,1,,N,580,62,"se encuentra ubicado en warbar01.... ubicacion interna D1",2124112,HR72352036,"2013-10-31 09:38:03",FB52161950,"2013-10-30 12:25:30",2028,0
155713,NULL,1233516,VAL0062,1007249,15972,F7123902690,1,,N,580,62,"se encuentra ubicado en warbar01.... ubicacion interna D1",2124113,HR72352036,"2013-10-31 09:38:03",FB52161950,"2013-10-30 12:25:30",2028,0
156805,NULL,1058560,BOL0079,1001260,15972,210231760910AA000466,1,A05T136755,Y,224,62,,2125205,HR72352036,"2013-10-31 10:00:31",FB52161950,"2013-10-30 12:46:09",2064,0
175358,NULL,94954,PLATFORM,1000012,21516,A06G133081,1,A06G133081,Y,225,7,"TRASLADO DE PLATFORM",2760499,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:57",9061,0
175359,NULL,94955,PLATFORM,1000012,21516,56683,1,A06G185518,Y,225,7,"TRASLADO DE PLATFORM Y CAMBIO DE  SERIE",2760500,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:57",11992,0
175360,NULL,94958,PLATFORM,1000012,21516,56686,1,A06G121284,Y,225,7,"TRASLADO DE PLATFORM Y CABIO DE SERIE",2760501,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:56",11992,0
175363,NULL,103168,PLATFORM,1000584,21516,UEB/W3115834,1,C02G101763,Y,264,65,"SE REALIZO TRASLADO DE PLATFORM",2760504,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:56",9659,0
175396,NULL,194151,PLATFORM,1000633,21516,38826,1,A06G185913,Y,225,7,"TRASLADO DE PLATFORM Y CAMBI DE SERIE",2760537,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:52",11992,0
175400,NULL,194888,PLATFORM,1000012,21516,A06G116462,1,A06G116462,Y,225,7,"SE TRASLADO A PLATFORMSE CAMBIO SERIAL PORQUE NO ERA VISIBLE",2760541,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:51",9061,0
175401,NULL,195872,PLATFORM,1000012,21516,A06G133083,1,A06G133083,Y,225,7,"SE TRASLADO PLATFORM",2760542,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:51",9061,0
175409,NULL,235291,PLATFORM,1000584,21516,XIL/S3057895,1,C02G102352,Y,264,65,"TRASLADO DE PLATFORM",2760550,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:50",9659,0
175413,NULL,263075,PLATFORM,1000633,21516,A06G158116,1,A06G158116,Y,225,7,"TRASLADO DE PLATFORM",2760554,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:50",9113,0
175414,NULL,263076,PLATFORM,1000633,21516,A06G158117,1,A06G158117,Y,225,7,"traslado de platform",2760555,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:49",9113,0
175475,NULL,1067445,PLATFORM,1000012,21516,A06G154418,1,A06G154418,Y,225,7,"SE TRASLADO DE PLATFORMSE CAMBIO SERIE PORQUE NO ERA VISIBLE",2760616,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:43",9061,0
175481,NULL,1078210,PLATFORM,1000584,21516,ITF/R1035409,1,C02G119961,Y,264,65,"SE HIZO TRASLADO DE PLATFORM",2760622,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:42",9659,0
175482,NULL,1078211,PLATFORM,1000584,21516,ITF/R1035425,1,C02G119960,Y,264,65,"SE HIZO TRASLADO DE PLATFORM",2760623,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:42",9659,0
175483,NULL,1078212,PLATFORM,1000584,21516,ITF/R1035347,1,C02G119959,Y,264,65,"SE REALIZO TRASLADO DE PLATFORM",2760624,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:42",9659,0
175484,NULL,1078213,PLATFORM,1000584,21516,ITF/R1035339,1,C02G119964,Y,264,65,"SE REALIZO TRASLADO DE PLATFORM",2760625,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:42",9659,0
175485,NULL,1078214,PLATFORM,1000584,21516,ITF/R1035424,1,C02G119963,Y,264,65,"SE REALIZO TRASLADO DE PLATFORM",2760626,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:42",9659,0
175486,NULL,1078215,PLATFORM,1000584,21516,ITF/R1014031,1,C02G119962,Y,264,65,"SE REALIZO TRASLADO DE PLATFORM",2760627,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:42",9659,0
175487,NULL,1078220,PLATFORM,1000584,21516,ITF/R1010270,1,C02G119969,Y,264,66,"TRASLADO DE PLATFORM",2760628,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:41",9659,0
175531,NULL,1204530,PLATFORM,1007083,21516,XKE2857971,1,A05T163984,Y,186,62,"traslado de platform ",2760672,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:35",11996,0
175532,NULL,1204531,PLATFORM,1007083,21516,XKE2857439,1,A05T163985,Y,186,62,"traslado de platfor",2760673,LC72251039,"2014-10-27 16:07:39",JM1031122956,"2014-10-27 21:12:35",11996,0
176082,NULL,1491033,PLATFORM,1001033,21587,003N002469,1,,N,240,17,,2764162,LA98706823,"2014-10-28 14:00:39",JM1031122956,"2014-10-28 12:07:46",7993,0
176083,NULL,1491058,PLATFORM,1002964,21587,C01G109122,1,C01G117546,Y,440,69,,2764163,LA98706823,"2014-10-28 14:00:39",JM1031122956,"2014-10-28 12:07:46",7993,0
176084,NULL,1491056,PLATFORM,1002329,21587,2103050387108A000001,1,C01G117544,Y,340,68,,2764164,LA98706823,"2014-10-28 14:00:39",JM1031122956,"2014-10-28 12:07:46",7993,0
176085,NULL,1491057,PLATFORM,1003055,21587,5026099,1,C01G117545,Y,23,6,,2764165,LA98706823,"2014-10-28 14:00:39",JM1031122956,"2014-10-28 12:07:46",7993,0
176086,NULL,1491060,PLATFORM,1001934,21587,KGG7548,1,,N,18,69,,2764166,LA98706823,"2014-10-28 14:00:39",JM1031122956,"2014-10-28 12:07:46",7993,0
176087,NULL,1491065,PLATFORM,1001934,21587,KG-G7091,1,,N,18,69,,2764167,LA98706823,"2014-10-28 14:00:39",JM1031122956,"2014-10-28 12:07:46",7993,0
176088,NULL,1491059,PLATFORM,1001934,21587,KGG7572,1,,N,18,69,,2764168,LA98706823,"2014-10-28 14:00:39",JM1031122956,"2014-10-28 12:07:46",7993,0
176089,NULL,1491055,PLATFORM,1002787,21587,212M24F1,1,C01G117543,Y,18,6,,2764169,LA98706823,"2014-10-28 14:00:40",JM1031122956,"2014-10-28 12:07:46",7980,0
176090,NULL,1491053,PLATFORM,1002787,21587,206M2528,1,C01G117541,Y,18,6,,2764170,LA98706823,"2014-10-28 14:00:40",JM1031122956,"2014-10-28 12:07:46",7980,0
176091,NULL,1491038,PLATFORM,1003276,21587,2102120185P075000011,1,,N,8,66,,2764171,LA98706823,"2014-10-28 14:00:40",JM1031122956,"2014-10-28 12:07:46",7980,0
176092,NULL,1491037,PLATFORM,1001845,21587,SIN_SERIAL,1,,N,22,6,,2764172,LA98706823,"2014-10-28 14:00:40",JM1031122956,"2014-10-28 12:07:46",7980,0
176093,NULL,1491054,PLATFORM,1002787,21587,206M2529,1,C01G117542,Y,18,6,,2764173,LA98706823,"2014-10-28 14:00:40",JM1031122956,"2014-10-28 12:07:46",7980,0
178170,2596837,1475756,WAR15BGEXT,1008041,21590,SD0010914012160040901,1,A05T227814,Y,11,152,,2781713,JC79723328,"2014-11-04 17:42:21",HV79870778,"2014-11-05 13:51:28",10579,0
178171,2596836,1475755,WAR15BGEXT,1008041,21590,SD0010914012160041001,1,A05T227815,Y,11,152,,2781714,JC79723328,"2014-11-04 17:42:21",HV79870778,"2014-11-05 13:51:28",10579,0
178172,2596835,1475754,WAR15BGEXT,1008041,21590,SD0010914012160041101,1,A05T227816,Y,11,152,,2781715,JC79723328,"2014-11-04 17:42:21",HV79870778,"2014-11-05 13:51:28",10579,0
178173,2596834,1475753,WAR15BGEXT,1008041,21590,SD0010914012160041201,1,A05T227817,Y,11,152,,2781716,JC79723328,"2014-11-04 17:42:21",HV79870778,"2014-11-05 13:51:28",10579,0
178174,2596841,1475760,WAR15BGEXT,1008041,21590,SD0010914012360070901,1,A05T227673,Y,11,152,,2781717,JC79723328,"2014-11-04 17:42:21",HV79870778,"2014-11-05 13:51:28",10579,0
178175,2596840,1475759,WAR15BGEXT,1008041,21590,SD0010914012360071001,1,A05T227672,Y,11,152,,2781718,JC79723328,"2014-11-04 17:42:21",HV79870778,"2014-11-05 13:51:28",10579,0
178176,2596839,1475758,WAR15BGEXT,1008041,21590,SD0010914012360071101,1,A05T227671,Y,11,152,,2781719,JC79723328,"2014-11-04 17:42:21",HV79870778,"2014-11-05 13:51:28",10579,0
178177,2596838,1475757,WAR15BGEXT,1008041,21590,SD0010914012360071201,1,A05T227670,Y,11,152,,2781720,JC79723328,"2014-11-04 17:42:21",HV79870778,"2014-11-05 13:51:28",10579,0
180500,NULL,1253131,PLATFORM,1002711,21604,,1,,N,252,62,"no maneja serial  se en encuentra en plataforma ",2818249,LC72251039,"2014-11-07 12:18:19",JM1031122956,"2014-11-06 16:29:37",8919,0
180501,NULL,1253129,PLATFORM,1002595,21604,,1,,N,252,62,,2818248,LC72251039,"2014-11-07 12:18:19",JM1031122956,"2014-11-06 16:29:37",8919,0
180502,NULL,1244032,PLATFORM,1004356,21604,F7123008760,1,,N,222,62,,2818247,LC72251039,"2014-11-07 12:18:19",JM1031122956,"2014-11-06 16:29:37",8919,0
180503,NULL,1242886,PLATFORM,1002599,21604,,2,,N,248,62,"no maneja serial se incuentra en plataforma",2818246,LC72251039,"2014-11-07 12:18:18",JM1031122956,"2014-11-06 16:29:36",8919,0
180504,NULL,1242885,PLATFORM,1002598,21604,,2,,N,252,62,"no maneja serial se incuentra en plataforma",2818245,LC72251039,"2014-11-07 12:18:18",JM1031122956,"2014-11-06 16:29:36",8919,0
180505,NULL,1242884,PLATFORM,1005479,21604,,2,,N,252,62,"no maneja serial se incuentra en plataforma",2818244,LC72251039,"2014-11-07 12:18:18",JM1031122956,"2014-11-06 16:29:36",8919,0
180506,NULL,1242883,PLATFORM,1004377,21604,,1,,N,248,62,"no maneja serial se incuentra en plataforma",2818243,LC72251039,"2014-11-07 12:18:18",JM1031122956,"2014-11-06 16:29:36",8919,0
180507,NULL,56005,PLATFORM,1000135,21604,UEB/W3600511,1,A05G314310,Y,192,53,"TRASLADO DE PLATAFORMA",2818242,LC72251039,"2014-11-07 12:14:49",JM1031122956,"2014-11-06 16:29:28",11953,0
180508,NULL,1242874,PLATFORM,1007247,21604,F7123515147,1,A05T168200,Y,580,62,,2818241,LC72251039,"2014-11-07 12:14:49",JM1031122956,"2014-11-06 16:29:28",8919,0
180509,NULL,1242875,PLATFORM,1007133,21604,F7123009052,1,A05T168201,Y,222,62,,2818240,LC72251039,"2014-11-07 12:18:18",JM1031122956,"2014-11-06 16:29:36",8919,0
180510,NULL,1242876,PLATFORM,1002471,21604,SK9123216122,1,,N,228,62,"no maneja serial se incuentra en plataforma",2818239,LC72251039,"2014-11-07 12:18:18",JM1031122956,"2014-11-06 16:29:36",8919,0
180511,NULL,1242877,PLATFORM,1007134,21604,,1,,N,242,62,,2818238,LC72251039,"2014-11-07 12:14:49",JM1031122956,"2014-11-06 16:29:28",8919,0
180512,NULL,1242878,PLATFORM,1002595,21604,,1,,N,252,62,"no maneja serial se incuentra en plataforma",2818237,LC72251039,"2014-11-07 12:14:49",JM1031122956,"2014-11-06 16:29:28",8919,0
180513,NULL,1242879,PLATFORM,1002596,21604,,2,,N,239,62,"no maneja serial se incuentra en plataforma",2818236,LC72251039,"2014-11-07 12:14:49",JM1031122956,"2014-11-06 16:29:28",8919,0
180514,NULL,1242880,PLATFORM,1007309,21604,,2,,N,511,62,"no maneja serial se incuentra en plataforma",2818235,LC72251039,"2014-11-07 12:18:18",JM1031122956,"2014-11-06 16:29:36",8919,0
180515,NULL,1242881,PLATFORM,1004378,21604,,2,,N,239,62,"no maneja serial se incuentra en plataforma",2818234,LC72251039,"2014-11-07 12:14:49",JM1031122956,"2014-11-06 16:29:28",8919,0
180516,NULL,1242882,PLATFORM,1002597,21604,,4,,N,239,62,"no maneja serial se incuentra en plataforma",2818233,LC72251039,"2014-11-07 12:14:49",JM1031122956,"2014-11-06 16:29:28",8919,0
